Source,Term_ID,Term,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,adj_p_value,-log10(adj_p),hits,Category
GO:BP,GO:0002253,activation of immune response,0.10698008478744968,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",560,10,4,21026,0.4,0.007142857142857143,query_1,"['GO:0002376', 'GO:0050778']","['PTPN6', 'IFIH1', 'IL1B', 'CD40']","[['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IGI'], ['IEA']]",0.10698008478744968,0.9706970622392169,4,Other
GO:BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.11599023189410938,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]",202,10,3,21026,0.3,0.01485148514851485,query_1,"['GO:0002460', 'GO:0002819']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IC'], ['IEA']]",0.11599023189410938,0.9355785832999057,3,Other
GO:BP,GO:0002520,immune system development,0.11770056049429123,True,"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]",203,10,3,21026,0.3,0.014778325123152709,query_1,"['GO:0002376', 'GO:0048731']","['NFKB2', 'CD40', 'LTB']","[['IEA'], ['IEA'], ['IEA']]",0.11770056049429123,0.9292214690257392,3,Other
WP,WP:WP5474,Catabolism of skeletal muscle in cachexia,0.11877824758151484,True,Catabolism of skeletal muscle in cachexia,40,10,2,8752,0.2,0.05,query_1,['WP:000000'],"['IL1B', 'NFKB2']","[['WP'], ['WP']]",0.11877824758151484,0.925263086461694,2,Other
GO:BP,GO:0012501,programmed cell death,0.12344916810203138,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,10,6,21026,0.6,0.003019627579265224,query_1,['GO:0008219'],"['SERPINB2', 'XAF1', 'PTPN6', 'IL1B', 'CD40', 'LTB']","[['TAS', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA']]",0.12344916810203138,0.9085118323413207,6,Cell death
GO:BP,GO:0008219,cell death,0.12486154309834016,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,10,6,21026,0.6,0.0030135610246107484,query_1,['GO:0009987'],"['SERPINB2', 'XAF1', 'PTPN6', 'IL1B', 'CD40', 'LTB']","[['TAS', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA']]",0.12486154309834016,0.9035713021537838,6,Cell death
GO:BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,0.13761505391256929,True,"""Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade."" [GOC:jl]",214,10,3,21026,0.3,0.014018691588785047,query_1,"['GO:0007249', 'GO:0043122', 'GO:1902533']","['IL1B', 'CD40', 'LTB']","[['IDA', 'IMP', 'IEA'], ['IEP', 'IEA'], ['IBA']]",0.13761505391256929,0.8613340553915294,3,Other
GO:BP,GO:0002819,regulation of adaptive immune response,0.1434041693771434,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]",217,10,3,21026,0.3,0.013824884792626729,query_1,"['GO:0002250', 'GO:0050776']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IC'], ['IEA']]",0.1434041693771434,0.8434382216726599,3,Other
WP,WP:WP2873,Aryl hydrocarbon receptor pathway,0.1502979519266094,True,Aryl hydrocarbon receptor pathway,45,10,2,8752,0.2,0.044444444444444446,query_1,['WP:000000'],"['SERPINB2', 'IL1B']","[['WP'], ['WP']]",0.1502979519266094,0.8230469373973388,2,Other
HP,HP:0410242,Abnormal circulating IgG concentration,0.1546561001748066,True,An abnormal deviation from normal levels of IgG immunoglobulin in blood.,130,5,3,5080,0.6,0.023076923076923078,query_1,['HP:0010701'],"['IFIH1', 'NFKB2', 'CD40']","[['HP'], ['HP'], ['HP']]",0.1546561001748066,0.8106329452372121,3,Other
GO:BP,GO:0007596,blood coagulation,0.17252794484017184,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",231,10,3,21026,0.3,0.012987012987012988,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']","['SERPINB2', 'PTPN6', 'CD40']","[['TAS'], ['IEA'], ['NAS']]",0.17252794484017184,0.7631405509851616,3,Other
GO:BP,GO:0050670,regulation of lymphocyte proliferation,0.18610513674868204,True,"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]",237,10,3,21026,0.3,0.012658227848101266,query_1,"['GO:0032944', 'GO:0046651', 'GO:0051249']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IBA'], ['IEA']]",0.18610513674868204,0.7302416395999161,3,Other
GO:BP,GO:0007599,hemostasis,0.1884336440594345,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",238,10,3,21026,0.3,0.012605042016806723,query_1,['GO:0050878'],"['SERPINB2', 'PTPN6', 'CD40']","[['TAS'], ['IEA'], ['NAS']]",0.1884336440594345,0.7248415531096064,3,Other
GO:BP,GO:0050817,coagulation,0.1884336440594345,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",238,10,3,21026,0.3,0.012605042016806723,query_1,['GO:0032501'],"['SERPINB2', 'PTPN6', 'CD40']","[['TAS'], ['IEA'], ['NAS']]",0.1884336440594345,0.7248415531096064,3,Other
HP,HP:0005558,Chronic leukemia,0.19068306990325068,True,"A slowly progressing leukemia characterized by a clonal (malignant) proliferation of maturing and mature myeloid cells or mature lymphocytes. When the clonal cellular population is composed of myeloid cells, the process is called chronic myelogenous leukemia. When the clonal cellular population is composed of lymphocytes, it is classified as chronic lymphocytic leukemia, hairy cell leukemia, or T-cell large granular lymphocyte leukemia.",23,5,2,5080,0.4,0.08695652173913043,query_1,['HP:0001909'],"['PTPN6', 'IFIH1']","[['HP'], ['HP']]",0.19068306990325068,0.7196878647620429,2,Other
GO:BP,GO:0032944,regulation of mononuclear cell proliferation,0.19793779821059174,True,"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",242,10,3,21026,0.3,0.012396694214876033,query_1,"['GO:0032943', 'GO:0070663']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IBA'], ['IEA']]",0.19793779821059174,0.7034712649809279,3,Other
GO:CC,GO:0033256,I-kappaB/NF-kappaB complex,0.19965155759727005,True,"""A protein complex containing an inhibitory-kappaB (I-kappaB/IKB) protein and one or more copies of an NF-kappaB protein. In the resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm."" [GOC:bf, GOC:mah, PMID:9407099]",4,10,1,22149,0.1,0.25,query_1,['GO:0140535'],['NFKB2'],[['IDA']],0.19965155759727005,0.6997272972739979,1,Other
GO:BP,GO:0032735,positive regulation of interleukin-12 production,0.2115539816919016,True,"""Any process that activates or increases the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]",43,10,2,21026,0.2,0.046511627906976744,query_1,"['GO:0001819', 'GO:0032615', 'GO:0032655']","['CD40', 'LTB']","[['IEA'], ['ISS', 'IEA']]",0.2115539816919016,0.6745787963286762,2,Other
WP,WP:WP1533,Vitamin B12 metabolism,0.21605949916364806,True,Vitamin B12 metabolism,54,10,2,8752,0.2,0.037037037037037035,query_1,['WP:000000'],"['IL1B', 'NFKB2']","[['WP'], ['WP']]",0.21605949916364806,0.6654266349594841,2,Other
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,0.23097345323035082,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",255,10,3,21026,0.3,0.011764705882352941,query_1,"['GO:0002443', 'GO:0002697']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IC'], ['IEA']]",0.23097345323035082,0.636437932567124,3,Other
GO:BP,GO:0050896,response to stimulus,0.23913029966446822,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",8999,10,10,21026,1.0,0.00111123458162018,query_1,['GO:0008150'],"['IFI44L', 'SERPINB2', 'XAF1', 'SLAMF7', 'PTPN6', 'IFIH1', 'IL1B', 'NFKB2', 'CD40', 'LTB']","[['IDA', 'IBA', 'IEA'], ['TAS'], ['IDA'], ['NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IEP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'TAS', 'IEA']]",0.23913029966446822,0.6213653919169537,10,Other
GO:BP,GO:0002920,regulation of humoral immune response,0.2422942982340997,True,"""Any process that modulates the frequency, rate, or extent of a humoral immune response."" [GOC:add]",46,10,2,21026,0.2,0.043478260869565216,query_1,"['GO:0006959', 'GO:0050776']","['PTPN6', 'IL1B']","[['IEA'], ['IGI']]",0.2422942982340997,0.6156568057329163,2,Other
GO:BP,GO:0002699,positive regulation of immune effector process,0.25582741797807923,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",264,10,3,21026,0.3,0.011363636363636364,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IGI', 'IC'], ['IEA']]",0.25582741797807923,0.592052912404364,3,Other
HP,HP:0012490,Panniculitis,0.26412704992814723,True,Inflammation of subcutaneous adipose tissue.,27,5,2,5080,0.4,0.07407407407407407,query_1,"['HP:0009124', 'HP:0012649']","['PTPN6', 'IFIH1']","[['HP'], ['HP']]",0.26412704992814723,0.5781871193044088,2,Other
GO:BP,GO:0070663,regulation of leukocyte proliferation,0.26448294710145276,True,"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",267,10,3,21026,0.3,0.011235955056179775,query_1,"['GO:0042127', 'GO:0070661']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IBA'], ['IEA']]",0.26448294710145276,0.5776023244548435,3,Other
GO:BP,GO:0080134,regulation of response to stress,0.2745580878158888,True,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",1387,10,5,21026,0.5,0.003604902667627974,query_1,"['GO:0006950', 'GO:0048583']","['SERPINB2', 'PTPN6', 'IFIH1', 'IL1B', 'CD40']","[['TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IGI', 'ISS', 'TAS', 'IEA'], ['IEA']]",0.2745580878158888,0.5613657585032262,5,Other
GO:BP,GO:0002252,immune effector process,0.30081677206536633,True,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",732,10,4,21026,0.4,0.00546448087431694,query_1,['GO:0002376'],"['SLAMF7', 'PTPN6', 'IL1B', 'CD40']","[['NAS'], ['IEA'], ['IDA', 'IGI', 'IC'], ['IEA']]",0.30081677206536633,0.5216979532786185,4,Other
GO:MF,GO:0038023,signaling receptor activity,0.31334032105212384,True,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",2053,10,5,20246,0.5,0.0024354603019970775,query_1,['GO:0060089'],"['PTPN6', 'IFIH1', 'IL1B', 'CD40', 'LTB']","[['IDA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IEA']]",0.31334032105212384,0.5039837159267513,5,Other
GO:MF,GO:0060089,molecular transducer activity,0.31334032105212384,True,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",2053,10,5,20246,0.5,0.0024354603019970775,query_1,['GO:0003674'],"['PTPN6', 'IFIH1', 'IL1B', 'CD40', 'LTB']","[['IDA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IEA']]",0.31334032105212384,0.5039837159267513,5,Other
REAC,REAC:R-HSA-909733,Interferon alpha/beta signaling,0.3207857973649674,True,Interferon alpha/beta signaling,76,8,2,11004,0.25,0.02631578947368421,query_1,['REAC:R-HSA-913531'],"['XAF1', 'PTPN6']","[['REAC'], ['REAC']]",0.3207857973649674,0.4937848681390167,2,Interferon/antiviral
GO:BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,0.3270918465604962,True,"""Any process that modulates the canonical NF-kappaB signaling cascade."" [GOC:jl, PMID:12773372]",287,10,3,21026,0.3,0.010452961672473868,query_1,"['GO:0007249', 'GO:1902531']","['IL1B', 'CD40', 'LTB']","[['IDA', 'IMP', 'IEA'], ['IEP', 'IEA'], ['IBA']]",0.3270918465604962,0.4853302814265865,3,Other
GO:BP,GO:0050778,positive regulation of immune response,0.34737945634838974,True,"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",760,10,4,21026,0.4,0.005263157894736842,query_1,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']","['PTPN6', 'IFIH1', 'IL1B', 'CD40']","[['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IGI', 'IC'], ['IEA']]",0.34737945634838974,0.4591958688432838,4,Other
GO:BP,GO:0045765,regulation of angiogenesis,0.34758867553497985,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",293,10,3,21026,0.3,0.010238907849829351,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']","['PTPN6', 'IL1B', 'CD40']","[['IDA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IEA']]",0.34758867553497985,0.4589343813395529,3,Other
GO:CC,GO:0042105,alpha-beta T cell receptor complex,0.34917733525851513,True,"""A T cell receptor complex in which the TCR heterodimer comprises alpha and beta chains, associated with the CD3 complex; recognizes a complex consisting of an antigen-derived peptide bound to a class I or class II MHC protein."" [GOC:mah, ISBN:0781735149]",7,10,1,22149,0.1,0.14285714285714285,query_1,['GO:0042101'],['PTPN6'],[['IEA']],0.34917733525851513,0.45695395365950575,1,Other
WP,WP:WP176,Folate metabolism,0.3509843811796195,True,Folate metabolism,69,10,2,8752,0.2,0.028985507246376812,query_1,['WP:000000'],"['IL1B', 'NFKB2']","[['WP'], ['WP']]",0.3509843811796195,0.45471220922770433,2,Other
GO:BP,GO:0042981,regulation of apoptotic process,0.35185053493491303,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1462,10,5,21026,0.5,0.003419972640218878,query_1,"['GO:0006915', 'GO:0043067']","['SERPINB2', 'PTPN6', 'IL1B', 'CD40', 'LTB']","[['TAS', 'IEA'], ['TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA']]",0.35185053493491303,0.4536417843577616,5,Other
GO:BP,GO:1901342,regulation of vasculature development,0.3689021671122794,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",299,10,3,21026,0.3,0.010033444816053512,query_1,"['GO:0001944', 'GO:2000026']","['PTPN6', 'IL1B', 'CD40']","[['IDA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IEA']]",0.3689021671122794,0.43308879350689083,3,Other
REAC,REAC:R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.37298380316895813,True,DDX58/IFIH1-mediated induction of interferon-alpha/beta,82,8,2,11004,0.25,0.024390243902439025,query_1,['REAC:R-HSA-168249'],"['IFIH1', 'NFKB2']","[['REAC'], ['REAC']]",0.37298380316895813,0.42831002703065185,2,Interferon/antiviral
WP,WP:WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,0.40286506958541796,True,Extrafollicular and follicular B cell activation by SARS CoV 2,74,10,2,8752,0.2,0.02702702702702703,query_1,['WP:000000'],"['SLAMF7', 'CD40']","[['WP'], ['WP']]",0.40286506958541796,0.39484038648093395,2,Other
GO:BP,GO:0043067,regulation of programmed cell death,0.4044270853628019,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1506,10,5,21026,0.5,0.0033200531208499337,query_1,"['GO:0012501', 'GO:0050794']","['SERPINB2', 'PTPN6', 'IL1B', 'CD40', 'LTB']","[['TAS', 'IEA'], ['TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA']]",0.4044270853628019,0.39315976645962514,5,Cell death
GO:BP,GO:0046651,lymphocyte proliferation,0.41403581883107865,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",311,10,3,21026,0.3,0.00964630225080386,query_1,"['GO:0032943', 'GO:0046649']","['PTPN6', 'IL1B', 'CD40']","[['IEA'], ['IDA', 'IBA'], ['NAS', 'IEA']]",0.41403581883107865,0.38296208581682134,3,Other
GO:BP,GO:0032655,regulation of interleukin-12 production,0.44089082701411264,True,"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]",62,10,2,21026,0.2,0.03225806451612903,query_1,"['GO:0001817', 'GO:0032615']","['CD40', 'LTB']","[['IEA'], ['ISS', 'IEA']]",0.44089082701411264,0.3556689368248354,2,Other
