Term_ID	Term	Source	Gene
HP:0004313	Decreased circulating immunoglobulin concentration	HP	CD40
REAC:R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	REAC	PTPN6
REAC:R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	REAC	IFIH1
WP:WP615	Senescence and autophagy in cancer	WP	SERPINB2
WP:WP615	Senescence and autophagy in cancer	WP	IL1B
GO:0050776	regulation of immune response	GO:BP	PTPN6
GO:0050776	regulation of immune response	GO:BP	IFIH1
GO:0050776	regulation of immune response	GO:BP	IL1B
GO:0050776	regulation of immune response	GO:BP	CD40
HP:0011112	Abnormal circulating cytokine concentration	HP	PTPN6
HP:0011112	Abnormal circulating cytokine concentration	HP	IFIH1
GO:0060337	type I interferon-mediated signaling pathway	GO:BP	PTPN6
GO:0060337	type I interferon-mediated signaling pathway	GO:BP	IFIH1
GO:0071347	cellular response to interleukin-1	GO:BP	IL1B
GO:0071347	cellular response to interleukin-1	GO:BP	CD40
GO:0071357	cellular response to type I interferon	GO:BP	PTPN6
GO:0071357	cellular response to type I interferon	GO:BP	IFIH1
HP:0011111	Abnormal immune serum protein physiology	HP	PTPN6
HP:0011111	Abnormal immune serum protein physiology	HP	IFIH1
GO:0002697	regulation of immune effector process	GO:BP	PTPN6
GO:0002697	regulation of immune effector process	GO:BP	IL1B
GO:0002697	regulation of immune effector process	GO:BP	CD40
GO:0140031	phosphorylation-dependent protein binding	GO:MF	PTPN6
GO:0098802	plasma membrane signaling receptor complex	GO:CC	PTPN6
GO:0098802	plasma membrane signaling receptor complex	GO:CC	CD40
GO:0045321	leukocyte activation	GO:BP	SLAMF7
GO:0045321	leukocyte activation	GO:BP	PTPN6
GO:0045321	leukocyte activation	GO:BP	IL1B
GO:0045321	leukocyte activation	GO:BP	CD40
GO:0034340	response to type I interferon	GO:BP	PTPN6
GO:0034340	response to type I interferon	GO:BP	IFIH1
WP:WP2431	Spinal cord injury	WP	IL1B
WP:WP2431	Spinal cord injury	WP	LTB
HP:0010597	Abnormality of the distal radial epiphysis	HP	IFIH1
HP:0033214	Recurrent viral pneumonia	HP	IFIH1
HP:0008102	Expanded metatarsals with widened medullary cavities	HP	IFIH1
HP:0032137	Decreased circulating IgG3 concentration	HP	IFIH1
HP:0005303	Aortic arch calcification	HP	IFIH1
HP:0006386	Hypoplastic distal radial epiphyses	HP	IFIH1
HP:0006353	Hypoplasia of the tooth germ	HP	IFIH1
HP:0006232	Expanded metacarpals with widened medullary cavities	HP	IFIH1
HP:0006112	Expanded phalanges with widened medullary cavities	HP	IFIH1
HP:0001562	Oligohydramnios	HP	IFIH1
HP:0001373	Joint dislocation	HP	IFIH1
HP:0001371	Flexion contracture	HP	IFIH1
HP:0001369	Arthritis	HP	PTPN6
HP:0001369	Arthritis	HP	IFIH1
HP:0001635	Congestive heart failure	HP	IFIH1
HP:0001637	Abnormal myocardium morphology	HP	PTPN6
HP:0001637	Abnormal myocardium morphology	HP	IFIH1
HP:0001367	Abnormal joint morphology	HP	PTPN6
HP:0001367	Abnormal joint morphology	HP	IFIH1
HP:0001357	Plagiocephaly	HP	IFIH1
HP:0001344	Absent speech	HP	IFIH1
HP:0001337	Tremor	HP	IFIH1
HP:0001332	Dystonia	HP	IFIH1
HP:0001325	Hypoglycemic coma	HP	NFKB2
HP:0001324	Muscle weakness	HP	IFIH1
HP:0001638	Cardiomyopathy	HP	PTPN6
HP:0001638	Cardiomyopathy	HP	IFIH1
HP:0001317	Abnormal cerebellum morphology	HP	IFIH1
HP:0001317	Abnormal cerebellum morphology	HP	NFKB2
HP:0001290	Generalized hypotonia	HP	IFIH1
HP:0001288	Gait disturbance	HP	IFIH1
HP:0001639	Hypertrophic cardiomyopathy	HP	IFIH1
HP:0001384	Abnormal hip joint morphology	HP	IFIH1
HP:0001633	Abnormal mitral valve morphology	HP	IFIH1
HP:0001392	Abnormality of the liver	HP	IFIH1
HP:0001392	Abnormality of the liver	HP	NFKB2
WP:WP5087	Pleural mesothelioma	WP	IL1B
HP:0001595	Abnormal hair morphology	HP	IFIH1
HP:0001595	Abnormal hair morphology	HP	NFKB2
HP:0001596	Alopecia	HP	NFKB2
HP:0001597	Abnormal nail morphology	HP	IFIH1
HP:0001597	Abnormal nail morphology	HP	NFKB2
HP:0001608	Abnormality of the voice	HP	IFIH1
HP:0001560	Abnormality of the amniotic fluid	HP	IFIH1
HP:0001531	Failure to thrive in infancy	HP	NFKB2
HP:0001511	Intrauterine growth retardation	HP	IFIH1
HP:0001609	Hoarse voice	HP	IFIH1
HP:0001510	Growth delay	HP	IFIH1
HP:0001508	Failure to thrive	HP	NFKB2
WP:WP5083	Neuroinflammation and glutamatergic signaling	WP	IL1B
WP:WP5083	Neuroinflammation and glutamatergic signaling	WP	NFKB2
HP:0001285	Spastic tetraparesis	HP	IFIH1
HP:0001626	Abnormality of the cardiovascular system	HP	PTPN6
HP:0001626	Abnormality of the cardiovascular system	HP	IFIH1
HP:0001626	Abnormality of the cardiovascular system	HP	NFKB2
HP:0001626	Abnormality of the cardiovascular system	HP	CD40
HP:0001507	Growth abnormality	HP	IFIH1
HP:0001507	Growth abnormality	HP	NFKB2
HP:0001500	Broad finger	HP	IFIH1
HP:0001627	Abnormal heart morphology	HP	PTPN6
HP:0001627	Abnormal heart morphology	HP	IFIH1
HP:0001442	Typified by somatic mosaicism	HP	IL1B
HP:0001438	Abnormal abdomen morphology	HP	IFIH1
HP:0001438	Abnormal abdomen morphology	HP	NFKB2
HP:0001433	Hepatosplenomegaly	HP	IFIH1
HP:0001397	Hepatic steatosis	HP	IFIH1
HP:0001396	Cholestasis	HP	IFIH1
HP:0001574	Abnormality of the integument	HP	PTPN6
HP:0001574	Abnormality of the integument	HP	IFIH1
HP:0001574	Abnormality of the integument	HP	NFKB2
WP:WP1455	Serotonin transporter activity	WP	IL1B
HP:0001257	Spasticity	HP	IFIH1
HP:0001273	Abnormal corpus callosum morphology	HP	IFIH1
HP:0000925	Abnormality of the vertebral column	HP	IFIH1
HP:0000924	Abnormality of the skeletal system	HP	PTPN6
HP:0000924	Abnormality of the skeletal system	HP	IFIH1
HP:0000924	Abnormality of the skeletal system	HP	NFKB2
HP:0000864	Abnormality of the hypothalamus-pituitary axis	HP	NFKB2
HP:0000846	Adrenal insufficiency	HP	NFKB2
HP:0000834	Abnormality of the adrenal glands	HP	NFKB2
HP:0000830	Anterior hypopituitarism	HP	NFKB2
HP:0000824	Decreased response to growth hormone stimulation test	HP	NFKB2
HP:0000822	Hypertension	HP	IFIH1
HP:0000821	Hypothyroidism	HP	IFIH1
HP:0000820	Abnormality of the thyroid gland	HP	IFIH1
HP:0000820	Abnormality of the thyroid gland	HP	NFKB2
HP:0000819	Diabetes mellitus	HP	IFIH1
HP:0000818	Abnormality of the endocrine system	HP	IFIH1
HP:0000818	Abnormality of the endocrine system	HP	NFKB2
HP:0000811	Abnormal external genitalia morphology	HP	IFIH1
HP:0000769	Abnormality of the breast	HP	PTPN6
HP:0000750	Delayed speech and language development	HP	IFIH1
HP:0000737	Irritability	HP	IFIH1
HP:0000707	Abnormality of the nervous system	HP	IFIH1
HP:0000707	Abnormality of the nervous system	HP	NFKB2
HP:0000706	Eruption failure	HP	IFIH1
HP:0000685	Hypoplasia of teeth	HP	IFIH1
HP:0000670	Carious teeth	HP	IFIH1
WP:WP5095	Overview of proinflammatory and profibrotic mediators	WP	IL1B
HP:0000651	Diplopia	HP	NFKB2
HP:0000639	Nystagmus	HP	IFIH1
HP:0000625	Eyelid coloboma	HP	IFIH1
HP:0000600	Abnormality of the pharynx	HP	IFIH1
HP:0000600	Abnormality of the pharynx	HP	NFKB2
HP:0000599	Abnormality of the frontal hairline	HP	IFIH1
HP:0000598	Abnormality of the ear	HP	IFIH1
HP:0000598	Abnormality of the ear	HP	NFKB2
HP:0000545	Myopia	HP	IFIH1
HP:0000539	Abnormality of refraction	HP	IFIH1
HP:0000929	Abnormal skull morphology	HP	IFIH1
HP:0000929	Abnormal skull morphology	HP	NFKB2
HP:0000938	Osteopenia	HP	IFIH1
HP:0000939	Osteoporosis	HP	IFIH1
HP:0000940	Abnormal diaphysis morphology	HP	IFIH1
HP:0001272	Cerebellar atrophy	HP	IFIH1
HP:0001263	Global developmental delay	HP	IFIH1
HP:0001263	Global developmental delay	HP	NFKB2
HP:0001259	Coma	HP	NFKB2
WP:WP5078	T cell modulation and desmoplasia in pancreatic cancer	WP	CD40
HP:0001252	Hypotonia	HP	IFIH1
HP:0001250	Seizure	HP	IFIH1
HP:0001250	Seizure	HP	NFKB2
HP:0001249	Intellectual disability	HP	IFIH1
HP:0001197	Abnormality of prenatal development or birth	HP	IFIH1
HP:0001167	Abnormal finger morphology	HP	IFIH1
WP:WP5088	Prostaglandin signaling	WP	IL1B
WP:WP5094	Orexin receptor pathway	WP	IL1B
HP:0001155	Abnormality of the hand	HP	PTPN6
HP:0001155	Abnormality of the hand	HP	IFIH1
HP:0001087	Developmental glaucoma	HP	IFIH1
HP:0001063	Acrocyanosis	HP	IFIH1
HP:0001276	Hypertonia	HP	IFIH1
HP:0001061	Acne	HP	PTPN6
HP:0001045	Vitiligo	HP	NFKB2
HP:0001025	Urticaria	HP	IFIH1
HP:0001005	Dermatological manifestations of systemic disorders	HP	IFIH1
HP:0001000	Abnormality of skin pigmentation	HP	NFKB2
HP:0000992	Cutaneous photosensitivity	HP	IFIH1
HP:0000988	Skin rash	HP	IFIH1
HP:0000979	Purpura	HP	NFKB2
HP:0000969	Edema	HP	IFIH1
HP:0000965	Cutis marmorata	HP	IFIH1
HP:0000964	Eczematoid dermatitis	HP	IFIH1
HP:0000961	Cyanosis	HP	IFIH1
HP:0000958	Dry skin	HP	IFIH1
HP:0000952	Jaundice	HP	IFIH1
HP:0000951	Abnormality of the skin	HP	PTPN6
HP:0000951	Abnormality of the skin	HP	IFIH1
HP:0000951	Abnormality of the skin	HP	NFKB2
HP:0001047	Atopic dermatitis	HP	IFIH1
HP:0001640	Cardiomegaly	HP	IFIH1
HP:0001698	Pericardial effusion	HP	IFIH1
HP:0001646	Abnormal aortic valve morphology	HP	IFIH1
HP:0002248	Hematemesis	HP	IFIH1
HP:0002242	Abnormal intestine morphology	HP	PTPN6
HP:0002240	Hepatomegaly	HP	IFIH1
HP:0002239	Gastrointestinal hemorrhage	HP	IFIH1
HP:0002205	Recurrent respiratory infections	HP	IFIH1
HP:0002205	Recurrent respiratory infections	HP	NFKB2
HP:0002202	Pleural effusion	HP	IFIH1
HP:0002197	Generalized-onset seizure	HP	NFKB2
HP:0002187	Intellectual disability, profound	HP	IFIH1
HP:0002180	Neurodegeneration	HP	IFIH1
HP:0002167	Abnormal speech pattern	HP	IFIH1
HP:0002164	Nail dysplasia	HP	NFKB2
HP:0002153	Hyperkalemia	HP	NFKB2
HP:0002139	Arrhinencephaly	HP	IFIH1
HP:0002250	Abnormal large intestine morphology	HP	PTPN6
HP:0002135	Basal ganglia calcification	HP	IFIH1
HP:0002132	Porencephalic cyst	HP	IFIH1
HP:0002121	Generalized non-motor (absence) seizure	HP	NFKB2
HP:0002119	Ventriculomegaly	HP	IFIH1
HP:0002118	Abnormal cerebral ventricle morphology	HP	IFIH1
HP:0002110	Bronchiectasis	HP	NFKB2
HP:0002103	Abnormal pleura morphology	HP	IFIH1
HP:0002099	Asthma	HP	NFKB2
HP:0002098	Respiratory distress	HP	IFIH1
HP:0002097	Emphysema	HP	NFKB2
HP:0002094	Dyspnea	HP	IFIH1
HP:0002093	Respiratory insufficiency	HP	IFIH1
HP:0002091	Restrictive ventilatory defect	HP	NFKB2
HP:0002090	Pneumonia	HP	IFIH1
HP:0002090	Pneumonia	HP	NFKB2
HP:0002134	Abnormal basal ganglia morphology	HP	IFIH1
HP:0002088	Abnormal lung morphology	HP	IFIH1
HP:0002088	Abnormal lung morphology	HP	NFKB2
HP:0002273	Tetraparesis	HP	IFIH1
HP:0002313	Spastic paraparesis	HP	IFIH1
HP:0002664	Neoplasm	HP	PTPN6
HP:0002664	Neoplasm	HP	IFIH1
HP:0002664	Neoplasm	HP	IL1B
HP:0002664	Neoplasm	HP	NFKB2
HP:0002650	Scoliosis	HP	IFIH1
HP:0002644	Abnormal pelvic girdle bone morphology	HP	IFIH1
WP:WP4912	SARS coronavirus and innate immunity	WP	IFIH1
HP:0002617	Vascular dilatation	HP	IFIH1
HP:0002615	Hypotension	HP	NFKB2
HP:0002597	Abnormality of the vasculature	HP	PTPN6
HP:0002597	Abnormality of the vasculature	HP	IFIH1
HP:0002597	Abnormality of the vasculature	HP	NFKB2
HP:0002597	Abnormality of the vasculature	HP	CD40
HP:0002582	Atrophic gastritis	HP	IFIH1
HP:0002577	Abnormal stomach morphology	HP	IFIH1
HP:0002577	Abnormal stomach morphology	HP	IL1B
HP:0002577	Abnormal stomach morphology	HP	NFKB2
HP:0002573	Hematochezia	HP	IFIH1
HP:0002515	Waddling gait	HP	IFIH1
HP:0002514	Cerebral calcification	HP	IFIH1
HP:0002510	Spastic tetraplegia	HP	IFIH1
HP:0002308	Chiari malformation	HP	NFKB2
HP:0002509	Limb hypertonia	HP	IFIH1
HP:0002493	Upper motor neuron dysfunction	HP	IFIH1
HP:0002488	Acute leukemia	HP	PTPN6
HP:0002463	Language impairment	HP	IFIH1
WP:WP4925	Unfolded protein response	WP	IL1B
HP:0002445	Tetraplegia	HP	IFIH1
HP:0002438	Cerebellar malformation	HP	NFKB2
HP:0002423	Long-tract sign	HP	IFIH1
HP:0002421	Poor head control	HP	IFIH1
HP:0002415	Leukodystrophy	HP	IFIH1
HP:0002385	Paraparesis	HP	IFIH1
HP:0002376	Developmental regression	HP	IFIH1
HP:0002371	Loss of speech	HP	IFIH1
HP:0002315	Headache	HP	IFIH1
HP:0002500	Abnormal cerebral white matter morphology	HP	IFIH1
HP:0001644	Dilated cardiomyopathy	HP	PTPN6
HP:0002087	Abnormality of the upper respiratory tract	HP	IFIH1
HP:0002087	Abnormality of the upper respiratory tract	HP	NFKB2
HP:0002079	Hypoplasia of the corpus callosum	HP	IFIH1
WP:WP5055	Burn wound healing	WP	IL1B
HP:0001881	Abnormal leukocyte morphology	HP	PTPN6
HP:0001881	Abnormal leukocyte morphology	HP	IFIH1
HP:0001881	Abnormal leukocyte morphology	HP	NFKB2
HP:0001881	Abnormal leukocyte morphology	HP	CD40
HP:0001878	Hemolytic anemia	HP	IFIH1
HP:0001878	Hemolytic anemia	HP	NFKB2
HP:0001877	Abnormal erythrocyte morphology	HP	PTPN6
HP:0001877	Abnormal erythrocyte morphology	HP	IFIH1
HP:0001877	Abnormal erythrocyte morphology	HP	NFKB2
HP:0001876	Pancytopenia	HP	IFIH1
WP:WP5072	Modulators of TCR signaling and T cell activation	WP	PTPN6
HP:0001875	Decreased total neutrophil count	HP	CD40
HP:0001874	Abnormality of neutrophils	HP	PTPN6
HP:0001874	Abnormality of neutrophils	HP	CD40
HP:0001873	Thrombocytopenia	HP	IFIH1
HP:0001873	Thrombocytopenia	HP	NFKB2
HP:0001872	Abnormality of thrombocytes	HP	IFIH1
HP:0001872	Abnormality of thrombocytes	HP	NFKB2
HP:0001871	Abnormality of blood and blood-forming tissues	HP	PTPN6
HP:0001871	Abnormality of blood and blood-forming tissues	HP	IFIH1
HP:0001871	Abnormality of blood and blood-forming tissues	HP	NFKB2
HP:0001871	Abnormality of blood and blood-forming tissues	HP	CD40
HP:0001832	Abnormal metatarsal morphology	HP	IFIH1
HP:0001824	Weight loss	HP	IFIH1
HP:0001883	Talipes	HP	IFIH1
HP:0001806	Onycholysis	HP	IFIH1
HP:0001761	Pes cavus	HP	IFIH1
HP:0001760	Abnormal foot morphology	HP	IFIH1
HP:0001744	Splenomegaly	HP	IFIH1
HP:0001744	Splenomegaly	HP	NFKB2
HP:0001743	Abnormality of the spleen	HP	IFIH1
HP:0001743	Abnormality of the spleen	HP	NFKB2
HP:0001739	Abnormal nasopharynx morphology	HP	IFIH1
HP:0001739	Abnormal nasopharynx morphology	HP	NFKB2
HP:0001713	Abnormal cardiac ventricle morphology	HP	IFIH1
HP:0001711	Abnormal left ventricle morphology	HP	IFIH1
HP:0000508	Ptosis	HP	IFIH1
HP:0001697	Abnormal pericardium morphology	HP	IFIH1
HP:0001682	Subvalvular aortic stenosis	HP	IFIH1
HP:0001679	Abnormal aortic morphology	HP	IFIH1
HP:0001654	Abnormal heart valve morphology	HP	IFIH1
HP:0001650	Aortic valve stenosis	HP	IFIH1
HP:0001762	Talipes equinovarus	HP	IFIH1
HP:0002086	Abnormality of the respiratory system	HP	IFIH1
HP:0002086	Abnormality of the respiratory system	HP	NFKB2
WP:WP5046	NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence	WP	IL1B
HP:0001888	Decreased total lymphocyte count	HP	IFIH1
HP:0001888	Decreased total lymphocyte count	HP	NFKB2
HP:0002071	Abnormality of extrapyramidal motor function	HP	IFIH1
HP:0002063	Rigidity	HP	IFIH1
HP:0002061	Lower limb spasticity	HP	IFIH1
HP:0002060	Abnormal cerebral morphology	HP	IFIH1
HP:0002059	Cerebral atrophy	HP	IFIH1
HP:0002037	Inflammation of the large intestine	HP	PTPN6
HP:0002023	Anal atresia	HP	NFKB2
HP:0002021	Pyloric stenosis	HP	NFKB2
HP:0002014	Diarrhea	HP	IFIH1
HP:0002012	Abnormality of the abdominal organs	HP	IFIH1
HP:0002012	Abnormality of the abdominal organs	HP	NFKB2
HP:0002011	Morphological central nervous system abnormality	HP	IFIH1
HP:0002011	Morphological central nervous system abnormality	HP	NFKB2
HP:0001988	Recurrent hypoglycemia	HP	NFKB2
HP:0001974	Increased total leukocyte count	HP	PTPN6
WP:WP5033	Genes associated with the development of rheumatoid arthritis	WP	CD40
HP:0001973	Autoimmune thrombocytopenia	HP	NFKB2
HP:0001955	Unexplained fevers	HP	IFIH1
HP:0001954	Recurrent fever	HP	PTPN6
HP:0001954	Recurrent fever	HP	IFIH1
HP:0001952	Glucose intolerance	HP	IFIH1
HP:0001945	Fever	HP	PTPN6
HP:0001945	Fever	HP	IFIH1
WP:WP4961	STING pathway in Kawasaki like disease and COVID 19	WP	IL1B
HP:0001943	Hypoglycemia	HP	NFKB2
HP:0001939	Abnormality of metabolism/homeostasis	HP	PTPN6
HP:0001939	Abnormality of metabolism/homeostasis	HP	IFIH1
HP:0001939	Abnormality of metabolism/homeostasis	HP	IL1B
HP:0001939	Abnormality of metabolism/homeostasis	HP	NFKB2
HP:0001939	Abnormality of metabolism/homeostasis	HP	CD40
HP:0001933	Subcutaneous hemorrhage	HP	NFKB2
WP:WP4969	RAS and bradykinin pathways in COVID 19	WP	IL1B
HP:0001911	Abnormal granulocyte morphology	HP	PTPN6
HP:0001911	Abnormal granulocyte morphology	HP	CD40
HP:0001909	Leukemia	HP	PTPN6
HP:0001909	Leukemia	HP	IFIH1
HP:0001903	Anemia	HP	PTPN6
HP:0001903	Anemia	HP	IFIH1
HP:0001903	Anemia	HP	NFKB2
HP:0001892	Abnormal bleeding	HP	IFIH1
HP:0001892	Abnormal bleeding	HP	NFKB2
HP:0001965	Abnormal scalp morphology	HP	IFIH1
HP:0000504	Abnormality of vision	HP	NFKB2
HP:0000403	Recurrent otitis media	HP	NFKB2
HP:0000496	Abnormality of eye movement	HP	IFIH1
REAC:R-HSA-1643685	Disease	REAC	PTPN6
REAC:R-HSA-1643685	Disease	REAC	IFIH1
REAC:R-HSA-1643685	Disease	REAC	IL1B
REAC:R-HSA-1643685	Disease	REAC	NFKB2
REAC:R-HSA-5688426	Deubiquitination	REAC	IFIH1
REAC:R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	REAC	NFKB2
REAC:R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	REAC	NFKB2
WP:WP5470	Effect of omega 3 PUFA on Huntington 39 s disease pathways	WP	IL1B
WP:WP5473	Cytokine cytokine receptor interaction	WP	CD40
WP:WP5473	Cytokine cytokine receptor interaction	WP	LTB
WP:WP5485	Post COVID neuroinflammation	WP	IL1B
REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	REAC	NFKB2
WP:WP5491	Transcriptional regulation of memory B cell differentiation	WP	CD40
REAC:R-HSA-389948	Co-inhibition by PD-1	REAC	PTPN6
REAC:R-HSA-4839726	Chromatin organization	REAC	NFKB2
REAC:R-HSA-3247509	Chromatin modifying enzymes	REAC	NFKB2
REAC:R-HSA-1500931	Cell-Cell communication	REAC	PTPN6
REAC:R-HSA-202733	Cell surface interactions at the vascular wall	REAC	PTPN6
WP:WP5527	NF kB signaling and ARTD family members	WP	NFKB2
WP:WP5537	Psoriasis mechanisms and therapies	WP	IL1B
REAC:R-HSA-5660668	CLEC7A/inflammasome pathway	REAC	IL1B
WP:WP585	Interferon type I signaling	WP	PTPN6
REAC:R-HSA-5690714	CD22 mediated BCR regulation	REAC	PTPN6
REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	REAC	IL1B
REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	REAC	NFKB2
REAC:R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	REAC	PTPN6
